hash_name,cost_price,profit_rub,profit_percent
StatTrak™ PP-Bizon | Night Riot (Factory New),74,3,4.0
StatTrak™ CZ75-Auto | Distressed (Minimal Wear),24,3,12.0
P90 | Elite Build (Field-Tested),19,3,16.0
Desert Eagle | Trigger Discipline (Battle-Scarred),26,3,12.0
AWP | Capillary (Field-Tested),19,3,16.0
XM1014 | Black Tie (Field-Tested),30,3,10.0
MP5-SD | Bamboo Garden (Field-Tested),202,3,1.0
MAG-7 | Monster Call (Minimal Wear),56,3,5.0
Galil AR | Connexion (Factory New),116,3,3.0
StatTrak™ Desert Eagle | Oxide Blaze (Minimal Wear),100,3,3.0
USP-S | Black Lotus (Well-Worn),73,3,4.0
Negev | Dazzle (Minimal Wear),18,3,17.0
Tec-9 | Bamboozle (Minimal Wear),47,2,4.0
Dual Berettas | Cobalt Quartz (Minimal Wear),21,2,10.0
StatTrak™ Desert Eagle | Trigger Discipline (Battle-Scarred),97,2,2.0
SCAR-20 | Grotto (Factory New),36,2,6.0
StatTrak™ UMP-45 | Labyrinth (Factory New),69,2,3.0
StatTrak™ R8 Revolver | Crimson Web (Minimal Wear),121,2,2.0
USP-S | Ticket to Hell (Minimal Wear),78,2,3.0
Sticker | Kimberly,25,2,8.0
Paris 2023 Challengers Sticker Capsule,18,2,11.0
G3SG1 | Ventilator (Factory New),18,2,11.0
StatTrak™ UMP-45 | Delusion (Minimal Wear),141,2,1.0
USP-S | Ticket to Hell (Field-Tested),36,2,6.0
MAC-10 | Button Masher (Battle-Scarred),19,2,11.0
SG 553 | Ol' Rusty (Factory New),16,1,6.0
SSG 08 | Fever Dream (Field-Tested),34,1,3.0
Sticker | Natus Vincere (Holo) | 2020 RMR,26,1,4.0
Sticker | FURIA (Glitter) | Antwerp 2022,23,1,4.0
SSG 08 | Ghost Crusader (Minimal Wear),84,1,1.0
Sawed-Off | Limelight (Field-Tested),39,1,3.0
Sticker | Imperial Esports (Glitter) | Rio 2022,46,1,2.0
StatTrak™ P2000 | Gnarled (Minimal Wear),25,1,4.0
StatTrak™ PP-Bizon | Space Cat (Field-Tested),39,1,3.0
StatTrak™ SSG 08 | Fever Dream (Field-Tested),99,1,1.0
M4A1-S | Mud-Spec (Field-Tested),21,1,5.0
SSG 08 | Parallax (Minimal Wear),294,1,0.0
StatTrak™ Tec-9 | Bamboozle (Field-Tested),40,1,3.0
MP9 | Sand Scale (Factory New),27,1,4.0
Nova | Wild Six (Field-Tested),26,1,4.0
R8 Revolver | Skull Crusher (Field-Tested),126,1,1.0
USP-S | Lead Conduit (Well-Worn),44,1,2.0
USP-S | Cyrex (Battle-Scarred),112,1,1.0
Negev | Desert-Strike (Factory New),20,1,5.0
FAMAS | CaliCamo (Minimal Wear),163,1,1.0
Fracture Case,49,0,0.0
P250 | Cassette (Factory New),16,0,0.0
SG 553 | Damascus Steel (Battle-Scarred),51,0,0.0
Sealed Graffiti | Applause (Jungle Green),17,0,0.0
Desert Eagle | Bronze Deco (Factory New),97,0,0.0
Desert Eagle | Blue Ply (Minimal Wear),22,0,0.0
SSG 08 | Fever Dream (Minimal Wear),72,0,0.0
Desert Eagle | Trigger Discipline (Field-Tested),36,0,0.0
MP9 | Army Sheen (Factory New),42,0,0.0
StatTrak™ MP9 | Black Sand (Minimal Wear),22,0,0.0
StatTrak™ SCAR-20 | Poultrygeist (Field-Tested),14,0,0.0
Sticker | S1ren (Holo) | Rio 2022,49,0,0.0
USP-S | Lead Conduit (Minimal Wear),76,0,0.0
G3SG1 | Scavenger (Field-Tested),34,0,0.0
Sticker | acoR (Holo) | Paris 2023,141,0,0.0
Sticker | s1mple (Holo) | Paris 2023,837,0,0.0
Galil AR | Signal (Factory New),114,0,0.0
"Music Kit | Sam Marshall, Bodacious",85,0,0.0
Galil AR | Rocket Pop (Well-Worn),38,0,0.0
MP5-SD | Kitbash (Field-Tested),31,-1,-3.0
USP-S | Desert Tactical (Battle-Scarred),15,-1,-7.000000000000001
Sticker | Copenhagen Flames (Glitter) | Antwerp 2022,38,-1,-3.0
M4A4 | Urban DDPAT (Field-Tested),15,-1,-7.000000000000001
CZ75-Auto | Pole Position (Minimal Wear),54,-1,-2.0
StatTrak™ Five-SeveN | Scrawl (Well-Worn),14,-1,-7.000000000000001
CZ75-Auto | Red Astor (Minimal Wear),48,-1,-2.0
Prisma Case,60,-1,-2.0
SSG 08 | Dark Water (Minimal Wear),141,-1,-1.0
XM1014 | Entombed (Field-Tested),268,-1,-0.0
AWP | Capillary (Minimal Wear),38,-1,-3.0
Nova | Candy Apple (Factory New),17,-1,-6.0
P250 | Visions (Field-Tested),264,-1,-0.0
Sticker | saffee (Holo) | Paris 2023,192,-1,-1.0
MAC-10 | Echoing Sands (Field-Tested),17,-1,-6.0
Sticker | 9INE (Glitter) | Paris 2023,28,-1,-4.0
Five-SeveN | Urban Hazard (Minimal Wear),60,-1,-2.0
Snakebite Case,26,-2,-8.0
Recoil Case,39,-2,-5.0
Sticker | Fnatic (Glitter) | Paris 2023,21,-2,-10.0
M4A4 | Converter (Factory New),135,-2,-1.0
Nova | Windblown (Factory New),28,-2,-7.000000000000001
Sticker | Monte (Glitter) | Paris 2023,20,-2,-10.0
Tec-9 | Re-Entry (Factory New),115,-2,-2.0
M4A4 | Converter (Minimal Wear),97,-2,-2.0
StatTrak™ MP9 | Capillary (Minimal Wear),58,-2,-3.0
Glock-18 | High Beam (Factory New),20,-2,-10.0
Glock-18 | Steel Disruption (Factory New),393,-2,-1.0
AK-47 | Safari Mesh (Minimal Wear),40,-2,-5.0
StatTrak™ SSG 08 | Slashed (Field-Tested),162,-2,-1.0
SSG 08 | Spring Twilly (Field-Tested),73,-2,-3.0
Dreams & Nightmares Case,103,-3,-3.0
PP-Bizon | Jungle Slipstream (Field-Tested),14,-3,-21.0
MAC-10 | Sakkaku (Field-Tested),127,-3,-2.0
MAG-7 | Heat (Field-Tested),30,-3,-10.0
Desert Eagle | Urban Rubble (Well-Worn),34,-3,-9.0
Sticker | Miami Wave Rider,24,-3,-12.0
Sticker | s1mple (Glitter) | Paris 2023,41,-3,-7.000000000000001
Tec-9 | Jambiya (Battle-Scarred),43,-3,-7.000000000000001
Sticker | apEX (Holo) | Paris 2023,76,-3,-4.0
M4A1-S | Night Terror (Battle-Scarred),233,-3,-1.0
USP-S | Flashback (Factory New),110,-3,-3.0
R8 Revolver | Bone Forged (Factory New),20,-3,-15.0
Sticker | ENCE (Holo) | Paris 2023,47,-3,-6.0
Sticker | refrezh (Holo) | Stockholm 2021,41,-3,-7.000000000000001
USP-S | Cortex (Field-Tested),183,-4,-2.0
SCAR-20 | Carbon Fiber (Factory New),23,-4,-17.0
PP-Bizon | Osiris (Factory New),111,-4,-4.0
StatTrak™ P90 | Freight (Minimal Wear),25,-4,-16.0
StatTrak™ UMP-45 | Labyrinth (Minimal Wear),39,-4,-10.0
Falchion Case,86,-4,-5.0
StatTrak™ Sawed-Off | Yorick (Field-Tested),20,-4,-20.0
CZ75-Auto | Army Sheen (Factory New),224,-4,-2.0
Tec-9 | Safety Net (Field-Tested),77,-4,-5.0
StatTrak™ Desert Eagle | Bronze Deco (Factory New),283,-4,-1.0
P2000 | Space Race (Minimal Wear),337,-5,-1.0
Sticker | jabbi (Glitter) | Antwerp 2022,78,-5,-6.0
M4A4 | Magnesium (Minimal Wear),41,-5,-12.0
Galil AR | Rocket Pop (Field-Tested),74,-5,-7.000000000000001
Galil AR | Firefight (Minimal Wear),64,-5,-8.0
Five-SeveN | Silver Quartz (Minimal Wear),47,-5,-11.0
Nova | Koi (Minimal Wear),70,-5,-7.000000000000001
Sticker Capsule,64,-5,-8.0
XM1014 | Ziggy (Field-Tested),41,-5,-12.0
AK-47 | Elite Build (Minimal Wear),160,-6,-4.0
P250 | Exchanger (Field-Tested),46,-6,-13.0
M4A1-S | Mud-Spec (Battle-Scarred),42,-6,-14.000000000000002
M4A1-S | Fizzy POP (Minimal Wear),108,-6,-6.0
SG 553 | Phantom (Minimal Wear),58,-6,-10.0
StatTrak™ SCAR-20 | Enforcer (Battle-Scarred),61,-6,-10.0
P90 | Teardown (Field-Tested),35,-6,-17.0
Shadow Case,86,-6,-7.000000000000001
Sticker | MOUZ (Glitter) | Paris 2023,55,-6,-11.0
Glock-18 | Royal Legion (Field-Tested),156,-6,-4.0
R8 Revolver | Skull Crusher (Well-Worn),109,-6,-6.0
Desert Eagle | Meteorite (Minimal Wear),102,-6,-6.0
Sealed Graffiti | Question Mark (Princess Pink),16,-7,-44.0
Sticker | stavn (Holo) | Paris 2023,79,-7,-9.0
MP7 | Asterion (Minimal Wear),332,-7,-2.0
P250 | Supernova (Factory New),120,-7,-6.0
Tec-9 | Mummy's Rot (Well-Worn),121,-7,-6.0
Sticker | The MongolZ (Holo) | Paris 2023,59,-7,-12.0
P90 | Facility Negative (Field-Tested),44,-8,-18.0
Sticker | Fnatic (Holo) | Paris 2023,343,-8,-2.0
Tec-9 | Mummy's Rot (Minimal Wear),203,-8,-4.0
MP9 | Ruby Poison Dart (Minimal Wear),83,-8,-10.0
Clutch Case,56,-9,-16.0
Sawed-Off | Jungle Thicket (Field-Tested),202,-9,-4.0
MAC-10 | Surfwood (Well-Worn),202,-9,-4.0
UMP-45 | Exposure (Minimal Wear),57,-9,-16.0
Revolution Case,95,-10,-11.0
Sticker | Into The Breach (Holo) | Paris 2023,141,-11,-8.0
FAMAS | Eye of Athena (Battle-Scarred),255,-11,-4.0
Desert Eagle | Urban DDPAT (Field-Tested),117,-11,-9.0
StatTrak™ SG 553 | Darkwing (Battle-Scarred),66,-12,-18.0
Glock-18 | Royal Legion (Battle-Scarred),140,-12,-9.0
PP-Bizon | Brass (Minimal Wear),134,-12,-9.0
Sticker | Complexity Gaming (Holo) | Paris 2023,194,-13,-7.000000000000001
AWP | Atheris (Field-Tested),242,-13,-5.0
CZ75-Auto | Poison Dart (Minimal Wear),248,-13,-5.0
AUG | Momentum (Field-Tested),163,-13,-8.0
Nova | Rust Coat (Field-Tested),120,-14,-12.0
MP7 | Fade (Factory New),996,-15,-2.0
StatTrak™ P2000 | Wicked Sick (Battle-Scarred),303,-15,-5.0
Sticker | arT (Holo) | Paris 2023,390,-15,-4.0
MAG-7 | Seabird (Minimal Wear),146,-16,-11.0
AK-47 | Slate (Field-Tested),194,-19,-10.0
M249 | Warbird (Field-Tested),120,-20,-17.0
SG 553 | Wave Spray (Field-Tested),505,-21,-4.0
MP9 | Hydra (Field-Tested),388,-21,-5.0
MP7 | Neon Ply (Well-Worn),99,-21,-21.0
M249 | Impact Drill (Field-Tested),121,-21,-17.0
Desert Eagle | The Bronze (Factory New),227,-22,-10.0
SSG 08 | Tropical Storm (Field-Tested),766,-23,-3.0
FAMAS | Eye of Athena (Field-Tested),282,-23,-8.0
Sticker | 00 Nation (Gold) | Rio 2022,1965,-26,-1.0
Sticker | sdy (Gold) | Paris 2023,476,-29,-6.0
P250 | Hive (Factory New),461,-29,-6.0
Glove Case,366,-40,-11.0
Operation Breakout Weapon Case,483,-53,-11.0
Nova | Tempest (Minimal Wear),526,-54,-10.0
Sticker | drop (Holo) | Paris 2023,546,-74,-14.000000000000002
Souvenir XM1014 | Bone Machine (Factory New),2398,-76,-3.0
SSG 08 | Slashed (Field-Tested),334,-111,-33.0
Sticker | MOUZ (Holo) | Paris 2023,961,-113,-12.0
P90 | Scorched (Minimal Wear),445,-192,-43.0
★ Gut Knife | Doppler (Factory New),20149,-199,-1.0
★ Butterfly Knife | Crimson Web (Field-Tested),86584,-4417,-5.0
AK-47 | Bloodsport (Minimal Wear),7961,1786,22.0
P2000 | Imperial Dragon (Factory New),921,4,0.0
Sticker | s1mple (Gold) | Paris 2023,4356,869,20.0
StatTrak™ MAC-10 | Sakkaku (Field-Tested),306,37,12.0
M4A1-S | Emphorosaur-S (Factory New),343,65,19.0
PP-Bizon | Space Cat (Well-Worn),22,14,64.0
SSG 08 | Parallax (Factory New),462,86,19.0
Sticker | BLAST.tv (Gold) | Paris 2023,93,-14,-15.0
StatTrak™ MP5-SD | Liquidation (Factory New),234,106,45.0
Galil AR | Chromatic Aberration (Well-Worn),115,26,23.0
AK-47 | Elite Build (Battle-Scarred),79,15,19.0
StatTrak™ P250 | Re.built (Factory New),110,14,13.0
UMP-45 | Wild Child (Field-Tested),249,37,15.0
XM1014 | Zombie Offensive (Factory New),109,-12,-11.0
M4A1-S | Chantico's Fire (Field-Tested),1990,429,22.0
SSG 08 | Jungle Dashed (Field-Tested),36,-5,-14.000000000000002
Tec-9 | Brother (Factory New),139,4,3.0
P90 | Facility Negative (Battle-Scarred),34,-3,-9.0
MP5-SD | Co-Processor (Well-Worn),38,5,13.0
R8 Revolver | Survivalist (Factory New),33,6,18.0
USP-S | Night Ops (Well-Worn),36,-2,-6.0
Tec-9 | Red Quartz (Factory New),18,7,39.0
StatTrak™ Negev | Dazzle (Minimal Wear),108,19,18.0
Sawed-Off | Amber Fade (Field-Tested),34,-5,-15.0
FAMAS | Teardown (Well-Worn),37,29,78.0
★ Shadow Daggers | Bright Water (Minimal Wear),8523,419,5.0
P90 | Desert DDPAT (Well-Worn),37,4,11.0
Sticker | v$m (Glitter) | Paris 2023,23,3,13.0
Sticker | BLAST.tv (Holo) | Paris 2023,22,-2,-9.0
Sticker | Apeks (Glitter) | Paris 2023,29,-1,-3.0
Paris 2023 Anubis Souvenir Package,218,4,2.0
AK-47 | Nightwish (Factory New),9458,199,2.0
AUG | Carved Jade (Factory New),2561,102,4.0
XM1014 | Teclu Burner (Field-Tested),77,22,28.999999999999996
Sticker | NBK- | Boston 2018,52,3,6.0
Souvenir Sawed-Off | Snake Camo (Field-Tested),48,56,117.0
Sawed-Off | Kiss♥Love (Well-Worn),244,16,7.000000000000001
★ Nomad Knife | Forest DDPAT (Battle-Scarred),12310,1923,16.0
P250 | X-Ray (Factory New),51,-6,-12.0
Sticker | Friendly Fire,40,32,80.0
USP-S | Cyrex (Minimal Wear),160,13,8.0
StatTrak™ Tec-9 | Jambiya (Field-Tested),41,3,7.000000000000001
Souvenir MAG-7 | Sand Dune (Minimal Wear),58,8,14.000000000000002
StatTrak™ G3SG1 | Keeping Tabs (Field-Tested),51,6,12.0
PP-Bizon | Anolis (Well-Worn),20,7,35.0
StatTrak™ SSG 08 | Parallax (Well-Worn),244,-29,-12.0
Slingshot | Phoenix,238,75,32.0
StatTrak™ Tec-9 | Jambiya (Battle-Scarred),33,6,18.0
Glock-18 | Bullet Queen (Field-Tested),595,10,2.0
MAC-10 | Stalker (Field-Tested),950,111,12.0
"StatTrak™ Music Kit | Robert Allaire, Insurgency",499,288,57.99999999999999
Sir Bloody Skullhead Darryl | The Professionals,1640,119,7.000000000000001
StatTrak™ UMP-45 | Oscillator (Well-Worn),19,8,42.0
★ Ursus Knife | Scorched (Minimal Wear),10799,1385,13.0
StatTrak™ SG 553 | Aerial (Minimal Wear),47,-6,-13.0
Nova | Bloomstick (Battle-Scarred),454,57,13.0
AUG | Chameleon (Field-Tested),235,31,13.0
M4A4 | Spider Lily (Field-Tested),234,30,13.0
Glock-18 | Neo-Noir (Well-Worn),696,85,12.0
Souvenir MAC-10 | Amber Fade (Field-Tested),888,83,9.0
AK-47 | Case Hardened (Field-Tested),21402,1375,6.0
MP9 | Food Chain (Factory New),756,299,40.0
★ Bloodhound Gloves | Charred (Field-Tested),8027,903,11.0
Sticker | G2 (Holo) | 2020 RMR,38,-3,-8.0
Sir Bloody Darryl Royale | The Professionals,1936,505,26.0
AK-47 | Bloodsport (Field-Tested),7182,1022,14.000000000000002
Sticker | volt (Holo) | Paris 2023,65,41,63.0
Sticker | sinnopsyy (Holo) | Paris 2023,33,110,333.0
Sticker | SENER1 (Holo) | Paris 2023,35,0,0.0
Sticker | Fools Gold Wave Rider,30,0,0.0
★ Broken Fang Gloves | Jade (Field-Tested),10054,1227,12.0
Sticker | God of Fortune,58,54,93.0
Sticker | Woro2k (Holo) | Paris 2023,54,-1,-2.0
Sticker | gxx- (Holo) | Paris 2023,69,-4,-6.0
Sticker | Jerry (Holo) | Paris 2023,38,2,5.0
StatTrak™ P250 | Contaminant (Minimal Wear),107,-12,-11.0
★ Bayonet | Bright Water (Well-Worn),23712,2460,10.0
MAG-7 | Copper Coated (Minimal Wear),208,-4,-2.0
G3SG1 | VariCamo (Factory New),15,-2,-13.0
Spectrum 2 Case,138,-10,-7.000000000000001
P90 | Teardown (Factory New),83,-11,-13.0
StatTrak™ M4A1-S | Printstream (Minimal Wear),37669,3187,8.0
M4A4 | Urban DDPAT (Battle-Scarred),15,3,20.0
StatTrak™ P90 | Freight (Field-Tested),18,-6,-33.0
CS20 Case,61,-1,-2.0
Horizon Case,76,-3,-4.0
UMP-45 | Primal Saber (Minimal Wear),404,69,17.0
Dual Berettas | Flora Carnivora (Factory New),202,20,10.0
Sticker | Chief (Holo),43,17,40.0
Spectrum Case,194,-16,-8.0
Sticker | m0NESY (Holo) | Paris 2023,1178,-95,-8.0
StatTrak™ P2000 | Turf (Minimal Wear),90,-3,-3.0
StatTrak™ M4A4 | Griffin (Minimal Wear),744,114,15.0
StatTrak™ AUG | Stymphalian (Minimal Wear),495,77,16.0
StatTrak™ P90 | Grim (Factory New),256,79,31.0
P2000 | Ocean Foam (Factory New),13543,6246,46.0
AK-47 | Cartel (Battle-Scarred),623,98,16.0
StatTrak™ XM1014 | Watchdog (Factory New),1514,524,35.0
M249 | Midnight Palm (Factory New),282,68,24.0
StatTrak™ P250 | Cassette (Minimal Wear),22,-1,-5.0
P2000 | Acid Etched (Battle-Scarred),29,3,10.0
M4A1-S | Nightmare (Minimal Wear),1626,176,11.0
StatTrak™ SSG 08 | Big Iron (Factory New),5420,1282,24.0
Tec-9 | Isaac (Minimal Wear),233,32,14.000000000000002
Glock-18 | Candy Apple (Factory New),123,-14,-11.0
Five-SeveN | Urban Hazard (Factory New),80,5,6.0
Five-SeveN | Silver Quartz (Factory New),86,-12,-14.000000000000002
★ Ursus Knife | Damascus Steel (Factory New),18292,1555,9.0
P250 | Nevermore (Field-Tested),45,24,53.0
Tec-9 | Brother (Minimal Wear),58,-1,-2.0
MAG-7 | Justice (Field-Tested),170,7,4.0
Sticker | Brollan (Holo) | Paris 2023,28,0,0.0
StatTrak™ M4A4 | The Emperor (Battle-Scarred),2240,431,19.0
★ Stiletto Knife | Urban Masked (Field-Tested),16646,2623,16.0
Sticker | Natus Vincere (Foil) | 2020 RMR,69,1,1.0
AWP | Capillary (Battle-Scarred),16,13,81.0
Glock-18 | Snack Attack (Minimal Wear),533,40,8.0
SSG 08 | Abyss (Minimal Wear),81,1,1.0
Desert Eagle | Trigger Discipline (Factory New),202,36,18.0
Sticker | Flick Shotter,33,4,12.0
SSG 08 | Bloodshot (Field-Tested),726,159,22.0
★ Bayonet | Fade (Factory New),93475,3097,3.0
USP-S | Blood Tiger (Factory New),393,-27,-7.000000000000001
StatTrak™ AWP | Phobos (Minimal Wear),318,52,16.0
MP9 | Starlight Protector (Factory New),2032,234,12.0
UMP-45 | Plastique (Field-Tested),49,6,12.0
"Music Kit | Humanity's Last Breath, Void",28,2,7.000000000000001
FAMAS | Rapid Eye Movement (Field-Tested),125,14,11.0
★ Specialist Gloves | Crimson Web (Field-Tested),23848,3227,14.000000000000002
StatTrak™ CZ75-Auto | Imprint (Factory New),153,27,18.0
Dual Berettas | Dualing Dragons (Field-Tested),18,8,44.0
★ Huntsman Knife | Lore (Factory New),37886,7389,20.0
P90 | Neoqueen (Factory New),187,45,24.0
Glock-18 | Umbral Rabbit (Field-Tested),41,7,17.0
★ Talon Knife | Forest DDPAT (Battle-Scarred),22967,4649,20.0
"StatTrak™ Music Kit | Hundredth, FREE",49,8,16.0
SG 553 | Anodized Navy (Factory New),81,-13,-16.0
AK-47 | Neon Revolution (Factory New),5637,606,11.0
★ M9 Bayonet | Case Hardened (Field-Tested),56774,5370,9.0
★ M9 Bayonet | Black Laminate (Field-Tested),68129,6778,10.0
★ Huntsman Knife | Gamma Doppler (Minimal Wear),43224,13295,31.0
FAMAS | Commemoration (Minimal Wear),1252,97,8.0
Berlin 2019 Minor Challengers Autograph Capsule,135,38,28.000000000000004
USP-S | Desert Tactical (Well-Worn),16,0,0.0
AK-47 | Safety Net (Minimal Wear),579,8,1.0
Sticker | JT (Holo) | Paris 2023,287,-4,-1.0
MAC-10 | Button Masher (Well-Worn),18,3,17.0
Galil AR | Chromatic Aberration (Minimal Wear),285,35,12.0
AWP | Exoskeleton (Field-Tested),203,11,5.0
StatTrak™ AUG | Amber Slipstream (Battle-Scarred),23,8,35.0
CS:GO Weapon Case,6532,146,2.0
Sticker | Green's Problem,19,5,26.0
Sticker | Vertigo's Hero (Holo),45,5,11.0
Sticker | Go Boom (Glitter),39,2,5.0
★ Specialist Gloves | Forest DDPAT (Battle-Scarred),7859,1172,15.0
Sticker | Baby Howl,67,13,19.0
Sticker | Overpass Diorama (Foil),21,5,24.0
Sticker | Dragon Tale,21,-1,-5.0
Sticker | Smoke Criminal,51,8,16.0
Sticker | Bite Me,17,8,47.0
AK-47 | Hydroponic (Factory New),157166,22118,14.000000000000002
StatTrak™ USP-S | Printstream (Field-Tested),6606,1796,27.0
AUG | Momentum (Battle-Scarred),117,-4,-3.0
StatTrak™ R8 Revolver | Llama Cannon (Field-Tested),473,1,0.0
MP7 | Urban Hazard (Factory New),20,2,10.0
P2000 | Acid Etched (Field-Tested),38,8,21.0
"Music Kit | Kelly Bailey, Hazardous Environments",306,100,33.0
StatTrak™ Glock-18 | Bunsen Burner (Minimal Wear),139,22,16.0
SG 553 | Damascus Steel (Field-Tested),82,-11,-13.0
Galil AR | Sandstorm (Field-Tested),72,27,38.0
MAC-10 | Sakkaku (Battle-Scarred),33,30,91.0
★ Falchion Knife | Lore (Field-Tested),17750,1654,9.0
★ Stiletto Knife | Blue Steel (Field-Tested),23984,2567,11.0
Tec-9 | Avalanche (Field-Tested),81,18,22.0
P2000 | Handgun (Minimal Wear),128,-10,-8.0
Negev | Boroque Sand (Battle-Scarred),80,-18,-23.0
R8 Revolver | Banana Cannon (Field-Tested),38,1,3.0
Col. Mangos Dabisi | Guerrilla Warfare,1095,61,6.0
Mirage Pin,755,41,5.0
XM1014 | Zombie Offensive (Minimal Wear),43,-2,-5.0
Sticker | Natus Vincere (Foil) | Stockholm 2021,375,36,10.0
M4A1-S | Cyrex (Minimal Wear),2026,302,15.0
★ Karambit | Slaughter (Factory New),111747,7004,6.0
★ Driver Gloves | Rezan the Red (Well-Worn),8401,1655,20.0
★ Flip Knife | Damascus Steel (Field-Tested),19099,10356,54.0
AK-47 | Steel Delta (Minimal Wear),221,40,18.0
AK-47 | Slate (Well-Worn),169,8,5.0
Tec-9 | Bamboozle (Field-Tested),22,3,14.000000000000002
G3SG1 | High Seas (Minimal Wear),113,10,9.0
AWP | Sun in Leo (Factory New),2168,279,13.0
Sticker | G2 Esports (Glitter) | Paris 2023,23,-3,-13.0
StatTrak™ Glock-18 | Bullet Queen (Field-Tested),2153,157,7.000000000000001
AWP | Silk Tiger (Factory New),23035,5481,24.0
Negev | Power Loader (Well-Worn),47,-2,-4.0
Sticker | Scavenger (Holo),67,17,25.0
★ Stiletto Knife | Tiger Tooth (Factory New),42412,1939,5.0
MAC-10 | Whitefish (Factory New),53,38,72.0
Sticker | rain | Krakow 2017,373,-39,-10.0
Sticker | Spiidi | Boston 2018,112,-4,-4.0
"StatTrak™ Music Kit | Blitz Kids, The Good Youth",1220,-22,-2.0
Nova | Wood Fired (Factory New),17,1,6.0
Sawed-Off | Black Sand (Factory New),32,-11,-34.0
SG 553 | Darkwing (Field-Tested),33,6,18.0
P250 | Exchanger (Factory New),97,-9,-9.0
MP9 | Capillary (Factory New),33,5,15.0
AWP | Man-o'-war (Minimal Wear),2825,413,15.0
"Music Kit | bbno$, u mad!",299,13,4.0
★ Nomad Knife | Night Stripe (Well-Worn),14742,2225,15.0
SG 553 | Aloha (Factory New),17,6,35.0
M4A1-S | Fizzy POP (Factory New),180,11,6.0
PP-Bizon | Night Riot (Factory New),21,8,38.0
AUG | Plague (Minimal Wear),69,30,43.0
AWP | Elite Build (Factory New),2825,325,12.0
MAG-7 | Core Breach (Field-Tested),118,21,18.0
SSG 08 | Azure Glyph (Factory New),70,21,30.0
P90 | Facility Negative (Minimal Wear),66,-10,-15.0
M4A4 | Griffin (Field-Tested),217,86,40.0
AWP | Neo-Noir (Field-Tested),1870,251,13.0
★ StatTrak™ Stiletto Knife | Night Stripe (Field-Tested),17547,4564,26.0
Sticker | Leaving The Station (Holo),610,40,7.000000000000001
StatTrak™ USP-S | Ticket to Hell (Minimal Wear),344,23,7.000000000000001
StatTrak™ Five-SeveN | Flame Test (Factory New),68,17,25.0
SCAR-20 | Powercore (Minimal Wear),49,-5,-10.0
★ Moto Gloves | POW! (Field-Tested),26219,1591,6.0
Sticker | Team Liquid (Holo) | Paris 2023,203,-38,-19.0
Sticker | Heroic (Gold) | Paris 2023,252,-19,-8.0
FAMAS | Mecha Industries (Minimal Wear),397,65,16.0
AWP | Corticera (Minimal Wear),1141,168,15.0
CZ75-Auto | Imprint (Factory New),30,13,43.0
Galil AR | Eco (Field-Tested),339,67,20.0
Dual Berettas | Flora Carnivora (Field-Tested),45,-2,-4.0
Lambda Pin,379,67,18.0
Tec-9 | Urban DDPAT (Factory New),21,-5,-24.0
P250 | Franklin (Field-Tested),88,17,19.0
P90 | Freight (Factory New),19,2,11.0
AWP | Atheris (Factory New),1095,164,15.0
Desert Eagle | Printstream (Battle-Scarred),2439,494,20.0
StatTrak™ SG 553 | Aloha (Minimal Wear),26,10,38.0
Desert Eagle | Naga (Factory New),549,140,26.0
Sticker | Chi Bomb,64,44,69.0
SSG 08 | Azure Glyph (Well-Worn),16,-3,-19.0
★ Paracord Knife | Forest DDPAT (Well-Worn),8604,1323,15.0
Nova | Antique (Factory New),1080,85,8.0
StatTrak™ P250 | Visions (Factory New),2390,263,11.0
P250 | X-Ray (Minimal Wear),27,-2,-7.000000000000001
Glock-18 | Nuclear Garden (Factory New),1286,-14,-1.0
StatTrak™ M249 | Nebula Crusader (Field-Tested),227,50,22.0
SCAR-20 | Outbreak (Factory New),28,-2,-7.000000000000001
MAC-10 | Echoing Sands (Minimal Wear),31,-2,-6.0
SSG 08 | Mainframe 001 (Factory New),30,1,3.0
P250 | Valence (Factory New),58,14,24.0
MP9 | Airlock (Field-Tested),134,20,15.0
MP9 | Bioleak (Factory New),20,6,30.0
StatTrak™ Sawed-Off | Spirit Board (Minimal Wear),29,1,3.0
MAG-7 | Monster Call (Field-Tested),31,-1,-3.0
AWP | Atheris (Well-Worn),164,7,4.0
SSG 08 | Big Iron (Factory New),1794,146,8.0
Sticker | INS (Holo) | Paris 2023,88,-10,-11.0
M4A4 | Spider Lily (Battle-Scarred),173,14,8.0
Negev | Lionfish (Well-Worn),26,17,65.0
MP9 | Starlight Protector (Minimal Wear),736,184,25.0
StatTrak™ Nova | Windblown (Factory New),101,16,16.0
StatTrak™ MAC-10 | Button Masher (Field-Tested),35,12,34.0
StatTrak™ UMP-45 | Grand Prix (Field-Tested),57,-3,-5.0
MAG-7 | Heat (Battle-Scarred),24,4,17.0
StatTrak™ SG 553 | Aloha (Factory New),56,8,14.000000000000002
MAG-7 | BI83 Spectrum (Field-Tested),53,2,4.0
StatTrak™ SG 553 | Phantom (Factory New),364,-1,-0.0
Negev | Power Loader (Field-Tested),68,22,32.0
StatTrak™ AUG | Death by Puppy (Factory New),2310,42,2.0
MP9 | Ruby Poison Dart (Field-Tested),57,10,18.0
XM1014 | Ziggy (Factory New),120,44,37.0
StatTrak™ Glock-18 | Dragon Tattoo (Factory New),23901,589,2.0
Sticker | hampus (Holo) | Rio 2022,38,208,547.0
