hash_name,cost_price,profit_rub,profit_percent
StatTrak™ MP7 | Cirrus (Minimal Wear),69,55,80.0
XM1014 | Ziggy (Minimal Wear),65,-9,-14.000000000000002
Masterminds Music Kit Box,322,148,46.0
AWP | Sun in Leo (Minimal Wear),1524,128,8.0
★ Ursus Knife | Safari Mesh (Well-Worn),9756,1972,20.0
StatTrak™ MAG-7 | Heat (Field-Tested),59,-8,-14.000000000000002
10 Year Birthday Sticker Capsule,60,28,47.0
Sticker | FURIA (Holo) | 2020 RMR,37,5,14.000000000000002
MAC-10 | Disco Tech (Field-Tested),211,26,12.0
PP-Bizon | Fuel Rod (Field-Tested),58,32,55.00000000000001
Desert Eagle | Sputnik (Field-Tested),81,23,28.000000000000004
"StatTrak™ Music Kit | Twin Atlantic, GLA",79,-5,-6.0
AWP | Worm God (Factory New),211,32,15.0
AWP | Fever Dream (Minimal Wear),786,26,3.0
Galil AR | Crimson Tsunami (Factory New),270,-17,-6.0
AWP | Acheron (Minimal Wear),110,25,23.0
StatTrak™ SCAR-20 | Green Marine (Minimal Wear),52,34,65.0
Five-SeveN | Angry Mob (Field-Tested),241,46,19.0
StatTrak™ USP-S | Cortex (Minimal Wear),933,60,6.0
StatTrak™ CZ75-Auto | Imprint (Minimal Wear),27,7,26.0
SG 553 | Tiger Moth (Field-Tested),55,2,4.0
Chroma 3 Case,179,-15,-8.0
Dual Berettas | Switch Board (Field-Tested),217,15,7.000000000000001
★ Broken Fang Gloves | Unhinged (Field-Tested),5053,633,13.0
"Music Kit | Austin Wintory, Bachram",141,8,6.0
★ Skeleton Knife | Slaughter (Factory New),85094,8766,10.0
StatTrak™ XM1014 | Slipstream (Minimal Wear),52,-1,-2.0
"Music Kit | Skog, II-Headshot",255,56,22.0
UMP-45 | Wild Child (Minimal Wear),647,73,11.0
SSG 08 | Hand Brake (Field-Tested),88,-5,-6.0
StatTrak™ FAMAS | Valence (Factory New),1176,429,36.0
Galil AR | Chromatic Aberration (Factory New),822,50,6.0
★ Hand Wraps | Giraffe (Field-Tested),7452,2018,27.0
StatTrak™ R8 Revolver | Fade (Factory New),6604,1875,28.000000000000004
StatTrak™ MAG-7 | Insomnia (Well-Worn),15,4,27.0
USP-S | Purple DDPAT (Factory New),1152,125,11.0
Dual Berettas | Cobalt Quartz (Field-Tested),16,6,38.0
StatTrak™ USP-S | Guardian (Factory New),935,283,30.0
XM1014 | Charter (Factory New),43,1,2.0
★ Skeleton Knife | Blue Steel (Well-Worn),36375,4757,13.0
StatTrak™ MAG-7 | BI83 Spectrum (Minimal Wear),326,92,28.000000000000004
Sticker | Spirit (Holo) | 2020 RMR,37,0,0.0
Negev | Loudmouth (Field-Tested),45,-6,-13.0
Officer Jacques Beltram | Gendarmerie Nationale,717,127,18.0
Sticker | FURIA (Holo) | Paris 2023,908,-118,-13.0
★ Butterfly Knife | Case Hardened (Field-Tested),80738,4864,6.0
XM1014 | Zombie Offensive (Field-Tested),19,2,11.0
★ Navaja Knife | Case Hardened (Well-Worn),12012,2428,20.0
StatTrak™ SCAR-20 | Poultrygeist (Factory New),67,-6,-9.0
M4A1-S | Mud-Spec (Factory New),112,7,6.0
StatTrak™ MP5-SD | Liquidation (Minimal Wear),45,14,31.0
Dual Berettas | Dezastre (Field-Tested),190,-10,-5.0
StatTrak™ P2000 | Turf (Battle-Scarred),18,15,83.0
StatTrak™ AK-47 | Point Disarray (Minimal Wear),3589,336,9.0
M4A4 | Buzz Kill (Minimal Wear),1138,116,10.0
StatTrak™ Glock-18 | Moonrise (Field-Tested),72,6,8.0
★ Bayonet | Marble Fade (Factory New),70684,2678,4.0
SG 553 | Ultraviolet (Battle-Scarred),1459,141,10.0
P2000 | Amber Fade (Factory New),1134,-84,-7.000000000000001
"Music Kit | New Beat Fund, Sponge Fingerz",259,21,8.0
StatTrak™ M249 | Downtown (Minimal Wear),199,-8,-4.0
Cmdr. Davida 'Goggles' Fernandez | SEAL Frogman,3638,384,11.0
Sticker | TV Installation (Lenticular),379,171,45.0
P250 | Cyber Shell (Minimal Wear),42,2,5.0
StatTrak™ MP9 | Featherweight (Minimal Wear),40,1,3.0
Trapper | Guerrilla Warfare,822,80,10.0
Sticker | jks | Katowice 2019,215,0,0.0
Sticker | misutaaa (Holo) | Stockholm 2021,37,4,11.0
StatTrak™ P90 | Cocoa Rampage (Field-Tested),40,14,35.0
P90 | Off World (Factory New),46,11,24.0
FAMAS | ZX Spectron (Minimal Wear),219,39,18.0
"Music Kit | Dren, Gunman Taco Truck",1111,137,12.0
★ Flip Knife | Scorched (Field-Tested),13049,444,3.0
M4A1-S | Golden Coil (Factory New),15562,1834,12.0
AWP | Hyper Beast (Factory New),8536,1120,13.0
Lieutenant Rex Krikey | SEAL Frogman,554,109,20.0
★ Gut Knife | Freehand (Field-Tested),9471,1218,13.0
SCAR-20 | Bloodsport (Minimal Wear),301,46,15.0
"Music Kit | Denzel Curry, ULTIMATE",220,3,1.0
R8 Revolver | Fade (Minimal Wear),780,73,9.0
★ Stiletto Knife | Forest DDPAT (Field-Tested),14593,1585,11.0
M4A1-S | Nightmare (Well-Worn),610,72,12.0
StatTrak™ M249 | Spectre (Minimal Wear),40,2,5.0
StatTrak™ Sawed-Off | Kiss♥Love (Field-Tested),489,50,10.0
Chem-Haz Capitaine | Gendarmerie Nationale,875,37,4.0
★ Specialist Gloves | Tiger Strike (Field-Tested),44024,2026,5.0
StatTrak™ Sawed-Off | Apocalypto (Factory New),392,6,2.0
M4A4 | Magnesium (Factory New),180,0,0.0
Nova | Sobek's Bite (Well-Worn),871,-94,-11.0
Winter Offensive Weapon Case,485,27,6.0
StatTrak™ Galil AR | Stone Cold (Minimal Wear),650,61,9.0
SG 553 | Pulse (Minimal Wear),360,37,10.0
CS:GO Weapon Case 2,1144,-34,-3.0
M4A4 | The Emperor (Field-Tested),1093,128,12.0
★ Bayonet | Damascus Steel (Minimal Wear),32493,4327,13.0
StatTrak™ Dual Berettas | Ventilators (Minimal Wear),39,6,15.0
Souvenir PP-Bizon | Facility Sketch (Field-Tested),22,-1,-5.0
MP7 | Bloodsport (Factory New),360,154,43.0
AWP | BOOM (Minimal Wear),7656,948,12.0
P250 | Re.built (Factory New),30,7,23.0
AWP | Chromatic Aberration (Minimal Wear),1404,218,16.0
StatTrak™ USP-S | Cortex (Well-Worn),368,59,16.0
★ Stiletto Knife | Stained (Minimal Wear),25745,6641,26.0
Sawed-Off | Devourer (Minimal Wear),519,41,8.0
★ Flip Knife | Blue Steel (Minimal Wear),23428,1281,5.0
PP-Bizon | Judgement of Anubis (Field-Tested),382,13,3.0
AK-47 | Head Shot (Field-Tested),2121,214,10.0
Negev | dev_texture (Battle-Scarred),19,8,42.0
XM1014 | XOXO (Field-Tested),123,1,1.0
MP7 | Mischief (Minimal Wear),33,12,36.0
★ Hand Wraps | Duct Tape (Field-Tested),5361,370,7.000000000000001
★ Karambit | Crimson Web (Minimal Wear),125309,16866,13.0
StatTrak™ Dual Berettas | Shred (Factory New),101,0,0.0
StatTrak™ MP7 | Armor Core (Minimal Wear),38,-3,-8.0
SSG 08 | Acid Fade (Factory New),149,11,7.000000000000001
Rio 2022 Legends Sticker Capsule,25,7,28.000000000000004
StatTrak™ Glock-18 | Catacombs (Minimal Wear),89,-4,-4.0
StatTrak™ AWP | Capillary (Field-Tested),83,-3,-4.0
★ Karambit | Black Laminate (Battle-Scarred),69918,11798,17.0
Ground Rebel  | Elite Crew,181,3,2.0
Antwerp 2022 Champions Autograph Capsule,29,7,24.0
StatTrak™ Galil AR | Sandstorm (Field-Tested),129,0,0.0
★ Sport Gloves | Vice (Field-Tested),132790,8491,6.0
G3SG1 | Flux (Field-Tested),533,35,7.000000000000001
★ Specialist Gloves | Field Agent (Battle-Scarred),12188,588,5.0
StatTrak™ Nova | Hyper Beast (Field-Tested),2453,271,11.0
StatTrak™ Galil AR | Rocket Pop (Minimal Wear),297,24,8.0
★ Sport Gloves | Big Game (Minimal Wear),40420,5932,15.0
M4A4 | X-Ray (Minimal Wear),1030,52,5.0
USP-S | Guardian (Factory New),419,-3,-1.0
StatTrak™ Galil AR | Destroyer (Factory New),75,22,28.999999999999996
MP5-SD | Gauss (Minimal Wear),44,0,0.0
★ Specialist Gloves | Crimson Kimono (Minimal Wear),288615,36276,13.0
SG 553 | Dragon Tech (Field-Tested),46,4,9.0
Souvenir USP-S | Purple DDPAT (Factory New),948,-46,-5.0
Dual Berettas | Flora Carnivora (Minimal Wear),86,1,1.0
USP-S | Ticket to Hell (Factory New),176,22,12.0
StatTrak™ XM1014 | Slipstream (Field-Tested),23,0,0.0
AUG | Arctic Wolf (Minimal Wear),285,7,2.0
★ Sport Gloves | Omega (Field-Tested),53495,7875,15.0
'The Doctor' Romanov | Sabre,493,21,4.0
★ Ursus Knife | Ultraviolet (Field-Tested),15447,2152,14.000000000000002
StatTrak™ P250 | Cyber Shell (Field-Tested),34,5,15.0
StatTrak™ P250 | Asiimov (Field-Tested),897,68,8.0
StatTrak™ Glock-18 | Royal Legion (Field-Tested),334,44,13.0
SSG 08 | Dragonfire (Factory New),1748,170,10.0
SG 553 | Triarch (Minimal Wear),70,0,0.0
Galil AR | Kami (Factory New),292,-19,-7.000000000000001
Dual Berettas | Flora Carnivora (Battle-Scarred),38,1,3.0
MP5-SD | Phosphor (Minimal Wear),396,42,11.0
★ Navaja Knife | Stained (Minimal Wear),8726,1553,18.0
"Music Kit | Sullivan King, Lock Me Up",42,1,2.0
StatTrak™ M4A4 | Tooth Fairy (Factory New),2004,261,13.0
★ Stiletto Knife | Ultraviolet (Field-Tested),20528,1471,7.000000000000001
StatTrak™ AWP | Capillary (Minimal Wear),143,1,1.0
StatTrak™ Five-SeveN | Boost Protocol (Minimal Wear),410,41,10.0
AK-47 | Point Disarray (Battle-Scarred),745,115,15.0
★ StatTrak™ Skeleton Knife | Forest DDPAT (Field-Tested),23374,30749,132.0
Markus Delrow | FBI HRT,244,75,31.0
Sticker | electronic (Gold) | London 2018,17601,2912,17.0
Galil AR | Connexion (Well-Worn),33,-2,-6.0
StatTrak™ AK-47 | Elite Build (Minimal Wear),543,39,7.000000000000001
"Sticker | ZywOo (Holo, Champion) | Paris 2023",220,-18,-8.0
Glock-18 | Sacrifice (Minimal Wear),20,2,10.0
Sticker | Perfecto (Holo) | Stockholm 2021,22,-3,-14.000000000000002
FAMAS | CaliCamo (Battle-Scarred),161,1,1.0
SSG 08 | Prey (Minimal Wear),20,1,5.0
USP-S | Monster Mashup (Battle-Scarred),1568,147,9.0
M249 | Predator (Battle-Scarred),32,-16,-50.0
StatTrak™ SSG 08 | Ghost Crusader (Minimal Wear),381,77,20.0
StatTrak™ M249 | O.S.I.P.R. (Well-Worn),21,28,133.0
Negev | dev_texture (Factory New),100,-5,-5.0
StatTrak™ R8 Revolver | Grip (Factory New),87,38,44.0
★ Karambit | Case Hardened (Minimal Wear),95609,22691,24.0
Galil AR | Connexion (Field-Tested),31,-1,-3.0
Tec-9 | Ice Cap (Minimal Wear),23,7,30.0
StatTrak™ Tec-9 | Ice Cap (Factory New),137,31,23.0
M4A1-S | Flashback (Factory New),274,38,14.000000000000002
Galil AR | Tuxedo (Minimal Wear),118,5,4.0
Tec-9 | Red Quartz (Minimal Wear),16,6,38.0
StatTrak™ Sawed-Off | Limelight (Battle-Scarred),66,5,8.0
Sticker | ENCE (Gold) | Paris 2023,131,-17,-13.0
MP5-SD | Autumn Twilly (Minimal Wear),320,68,21.0
UMP-45 | Moonrise (Factory New),95,23,24.0
MAC-10 | Calf Skin (Factory New),37,1,3.0
StatTrak™ Sawed-Off | Origami (Minimal Wear),31,-2,-6.0
StatTrak™ MAG-7 | Cobalt Core (Factory New),119,54,45.0
Souvenir Five-SeveN | Forest Night (Field-Tested),26,37,142.0
Glock-18 | Off World (Factory New),56,13,23.0
Sticker | OG (Holo) | Rio 2022,87,19,22.0
"Sticker | broky (Holo, Champion) | Antwerp 2022",88,25,28.000000000000004
★ Driver Gloves | Lunar Weave (Field-Tested),13658,773,6.0
StatTrak™ PP-Bizon | Photic Zone (Well-Worn),38,-4,-11.0
StatTrak™ AWP | Phobos (Field-Tested),306,60,20.0
P90 | Elite Build (Minimal Wear),22,7,32.0
StatTrak™ M4A1-S | Emphorosaur-S (Factory New),1274,304,24.0
Galil AR | Connexion (Battle-Scarred),25,1,4.0
Canals Pin,163,14,9.0
StatTrak™ M4A1-S | Night Terror (Well-Worn),505,56,11.0
Sticker | Sharks Esports (Holo) | Stockholm 2021,298,1,0.0
Sticker | Team Liquid (Holo) | Stockholm 2021,427,2,0.0
Sticker | FURIA (Holo) | Stockholm 2021,820,-22,-3.0
CZ75-Auto | Red Astor (Factory New),126,12,10.0
Sticker | Bad News Eagles (Gold) | Antwerp 2022,293,880,300.0
Sticker | Astralis (Glitter) | Antwerp 2022,94,-3,-3.0
Sticker | Vitality (Holo) | Antwerp 2022,333,-34,-10.0
Sticker | Vitality (Foil) | Stockholm 2021,222,24,11.0
Sticker | Evil Geniuses (Holo) | Stockholm 2021,223,-5,-2.0
M4A4 | Spider Lily (Factory New),1294,136,11.0
M4A4 | Tooth Fairy (Field-Tested),267,0,0.0
R8 Revolver | Amber Fade (Field-Tested),93,-4,-4.0
Sticker | FaZe Clan (Foil) | Stockholm 2021,488,226,46.0
Sticker | FaZe Clan (Holo) | Stockholm 2021,421,8,2.0
Sticker | Tyloo (Holo) | Stockholm 2021,2973,44,1.0
Souvenir USP-S | Royal Blue (Field-Tested),986,216,22.0
Sticker | daps | Katowice 2019,33,-1,-3.0
FAMAS | Djinn (Field-Tested),176,40,23.0
★ Skeleton Knife | Scorched (Minimal Wear),25574,2345,9.0
★ Falchion Knife | Stained (Factory New),15847,1701,11.0
★ Bowie Knife | Blue Steel (Battle-Scarred),12723,952,7.000000000000001
PP-Bizon | Brass (Well-Worn),64,-9,-14.000000000000002
StatTrak™ FAMAS | Rapid Eye Movement (Field-Tested),259,62,24.0
Dual Berettas | Tread (Minimal Wear),55,3,5.0
PP-Bizon | Lumen (Field-Tested),29,-6,-21.0
StatTrak™ XM1014 | XOXO (Factory New),2207,365,17.0
StatTrak™ MAC-10 | Whitefish (Field-Tested),28,9,32.0
StatTrak™ Sawed-Off | Kiss♥Love (Minimal Wear),976,248,25.0
Sticker | Assassin (Holo),163,7,4.0
Sawed-Off | Limelight (Minimal Wear),74,2,3.0
Sticker | Twistzz (Gold) | Paris 2023,1565,-161,-10.0
★ Survival Knife | Forest DDPAT (Field-Tested),8597,523,6.0
Tec-9 | Isaac (Field-Tested),244,-16,-7.000000000000001
"Sticker | apEX (Holo, Champion) | Paris 2023",42,-2,-5.0
Sticker | TeSeS (Holo) | Paris 2023,93,-6,-6.0
Sticker | npl (Holo) | Paris 2023,77,34,44.0
StatTrak™ MP9 | Modest Threat (Minimal Wear),28,-2,-7.000000000000001
StatTrak™ Dual Berettas | Shred (Minimal Wear),55,12,22.0
★ Talon Knife | Case Hardened (Well-Worn),42682,2877,7.000000000000001
StatTrak™ MAG-7 | Petroglyph (Field-Tested),49,14,28.999999999999996
StatTrak™ MAG-7 | Cobalt Core (Field-Tested),28,8,28.999999999999996
StatTrak™ USP-S | Black Lotus (Field-Tested),243,7,3.0
AUG | Amber Fade (Minimal Wear),103,4,4.0
★ Ursus Knife | Rust Coat (Battle-Scarred),10501,676,6.0
★ Falchion Knife | Fade (Factory New),37384,1604,4.0
AWP | Fever Dream (Field-Tested),606,85,14.000000000000002
StatTrak™ SG 553 | Darkwing (Field-Tested),69,11,16.0
Inferno 2 Pin,240,12,5.0
Desert Eagle | Naga (Field-Tested),105,10,10.0
★ Paracord Knife | Fade (Factory New),54810,2770,5.0
Sticker | Seek & Destroy,25,6,24.0
★ M9 Bayonet | Doppler (Factory New),102153,2988,3.0
XM1014 | Entombed (Minimal Wear),401,-23,-6.0
MAC-10 | Disco Tech (Minimal Wear),400,59,15.0
"StatTrak™ Music Kit | Skog, III-Arena",51,4,8.0
P2000 | Handgun (Factory New),450,-18,-4.0
M4A4 | Bullet Rain (Field-Tested),1098,120,11.0
SCAR-20 | Fragments (Factory New),27,4,15.0
★ Flip Knife | Tiger Tooth (Factory New),39972,2858,7.000000000000001
StatTrak™ UMP-45 | Arctic Wolf (Minimal Wear),107,0,0.0
StatTrak™ Nova | Wild Six (Field-Tested),42,17,40.0
Sticker | G2 Esports (Holo) | Antwerp 2022,783,83,11.0
StatTrak™ USP-S | Cortex (Field-Tested),442,60,14.000000000000002
StatTrak™ PP-Bizon | Space Cat (Minimal Wear),137,-15,-11.0
StatTrak™ R8 Revolver | Junk Yard (Field-Tested),22,2,9.0
StatTrak™ MP5-SD | Kitbash (Field-Tested),56,-6,-11.0
StatTrak™ MAG-7 | SWAG-7 (Minimal Wear),106,27,25.0
StatTrak™ Glock-18 | Moonrise (Minimal Wear),175,23,13.0
Glock-18 | Ramese's Reach (Field-Tested),935,23,2.0
★ Sport Gloves | Scarlet Shamagh (Minimal Wear),50081,4464,9.0
StatTrak™ P250 | Cyber Shell (Well-Worn),54,21,39.0
"Music Kit | Meechy Darko, Gothic Luxury",69,-3,-4.0
StatTrak™ Dual Berettas | Flora Carnivora (Field-Tested),97,-9,-9.0
StatTrak™ P250 | Nevermore (Factory New),277,-9,-3.0
★ Butterfly Knife | Lore (Minimal Wear),237857,50944,21.0
StatTrak™ AK-47 | Frontside Misty (Field-Tested),2676,297,11.0
Paris 2023 Mirage Souvenir Package,223,22,10.0
StatTrak™ AK-47 | Leet Museo (Minimal Wear),6626,349,5.0
StatTrak™ M4A4 | Cyber Security (Minimal Wear),4505,737,16.0
SG 553 | Darkwing (Minimal Wear),54,6,11.0
USP-S | Cortex (Factory New),867,152,18.0
StatTrak™ Tec-9 | Fuel Injector (Minimal Wear),1003,199,20.0
Five-SeveN | Kami (Factory New),130,6,5.0
Sticker | Call Your Flashes,14,7,50.0
StatTrak™ Negev | dev_texture (Battle-Scarred),32,3,9.0
CZ75-Auto | Hexane (Factory New),411,52,13.0
★ StatTrak™ M9 Bayonet | Lore (Field-Tested),91334,49456,54.0
Souvenir Glock-18 | Night (Field-Tested),42,13,31.0
Sticker | Aleksib (Gold) | Paris 2023,162,98,60.0
P250 | Franklin (Minimal Wear),107,1,1.0
Sticker | Grim (Holo) | Paris 2023,53,-1,-2.0
Sticker | nitr0 (Gold) | Paris 2023,172,90,52.0
Sticker | vexite (Holo) | Paris 2023,39,7,18.0
Sticker | Bart4k (Holo) | Paris 2023,53,0,0.0
Sticker | FaNg (Holo) | Paris 2023,89,1,1.0
★ Huntsman Knife | Marble Fade (Factory New),36036,1761,5.0
Glock-18 | Reactor (Field-Tested),393,75,19.0
Sticker | floppy (Holo) | Paris 2023,120,6,5.0
StatTrak™ MP5-SD | Liquidation (Field-Tested),21,5,24.0
★ Stiletto Knife,41978,439,1.0
AK-47 | Fuel Injector (Minimal Wear),20088,2137,11.0
Sticker | LNZ (Holo) | Stockholm 2021,60,3,5.0
StatTrak™ Negev | Drop Me (Minimal Wear),28,-1,-4.0
StatTrak™ Sawed-Off | Apocalypto (Well-Worn),54,9,17.0
★ Ursus Knife | Crimson Web (Battle-Scarred),20318,3598,18.0
MAG-7 | Cobalt Core (Factory New),43,-1,-2.0
Glock-18 | Wraiths (Minimal Wear),31,13,42.0
FAMAS | Survivor Z (Factory New),43,-3,-7.000000000000001
StatTrak™ MAC-10 | Allure (Factory New),354,163,46.0
"StatTrak™ Music Kit | Tree Adams and Ben Bromfield, M.U.D.D. FORCE",71,12,17.0
P2000 | Acid Etched (Minimal Wear),72,6,8.0
★ StatTrak™ Flip Knife,36564,16943,46.0
StatTrak™ AWP | Exoskeleton (Well-Worn),421,84,20.0
USP-S | Stainless (Field-Tested),304,3,1.0
Souvenir MAG-7 | Irradiated Alert (Minimal Wear),101,16,16.0
Sticker | Monte (Holo) | Paris 2023,171,-19,-11.0
MAC-10 | Rangeen (Factory New),41,-3,-7.000000000000001
★ Talon Knife | Damascus Steel (Field-Tested),36314,5541,15.0
★ Navaja Knife | Rust Coat (Battle-Scarred),7032,943,13.0
Sticker | DeadFox | Katowice 2019,15,13,87.0
Sticker | xertioN (Gold) | Paris 2023,517,-54,-10.0
Sticker | FaZe Clan (Holo) | Paris 2023,218,-30,-14.000000000000002
StatTrak™ MAG-7 | Insomnia (Field-Tested),18,3,17.0
★ Specialist Gloves | Field Agent (Minimal Wear),65711,6682,10.0
★ Specialist Gloves | Lt. Commander (Minimal Wear),35006,192,1.0
Sawed-Off | Brake Light (Factory New),117,-19,-16.0
StatTrak™ P90 | Grim (Battle-Scarred),20,13,65.0
AWP | Asiimov (Field-Tested),11551,624,5.0
Dragomir | Sabre Footsoldier,324,83,26.0
P250 | Apep's Curse (Well-Worn),5691,-215,-4.0
StatTrak™ MP9 | Featherweight (Field-Tested),18,3,17.0
Glock-18 | Synth Leaf (Factory New),23306,25688,110.00000000000001
MP9 | Modest Threat (Factory New),19,11,57.99999999999999
★ Shadow Daggers | Stained (Field-Tested),8686,814,9.0
AK-47 | X-Ray (Battle-Scarred),24390,2696,11.0
MP9 | Capillary (Field-Tested),14,-2,-14.000000000000002
Sticker | Ax1Le (Holo) | Rio 2022,248,654,264.0
AUG | Stymphalian (Factory New),608,259,43.0
P250 | Wingshot (Minimal Wear),187,-7,-4.0
AK-47 | Head Shot (Well-Worn),1314,260,20.0
StatTrak™ MP7 | Bloodsport (Factory New),1355,540,40.0
CS:GO Weapon Case 3,745,-32,-4.0
★ Gut Knife | Black Laminate (Field-Tested),10013,2361,24.0
Sticker | paiN Gaming (Holo) | Paris 2023,331,-27,-8.0
USP-S | Kill Confirmed (Battle-Scarred),2893,132,5.0
Souvenir P90 | Sand Spray (Battle-Scarred),19,6,32.0
Sticker | Blue Swallow,22,11,50.0
Sticker | Twistzz (Glitter) | Antwerp 2022,19,4,21.0
★ Butterfly Knife | Lore (Field-Tested),142343,19483,14.000000000000002
FAMAS | Hexane (Factory New),454,-16,-4.0
Sticker | Unicorn,55,10,18.0
Sticker | Skulltorgeist,45,7,16.0
Sticker | Skull Lil Boney,39,33,85.0
★ StatTrak™ Navaja Knife | Case Hardened (Battle-Scarred),12872,5178,40.0
SCAR-20 | Powercore (Field-Tested),30,-2,-7.000000000000001
M4A4 | Eye of Horus (Minimal Wear),81889,9610,12.0
Sticker | Get Smoked (Holo),85,34,40.0
Antwerp 2022 Challengers Sticker Capsule,51,8,16.0
★ M9 Bayonet | Black Laminate (Minimal Wear),71808,9388,13.0
Dual Berettas | Cobalt Quartz (Factory New),44,13,30.0
★ Sport Gloves | Slingshot (Field-Tested),75711,9173,12.0
StatTrak™ AUG | Tom Cat (Field-Tested),16,-1,-6.0
★ StatTrak™ Gut Knife | Doppler (Factory New),20162,3754,19.0
Souvenir AUG | Sand Storm (Factory New),826,-70,-8.0
AWP | Capillary (Factory New),167,122,73.0
SCAR-20 | Bloodsport (Field-Tested),203,13,6.0
Glock-18 | Candy Apple (Field-Tested),53,-2,-4.0
R8 Revolver | Crazy 8 (Minimal Wear),85,-2,-2.0
P250 | See Ya Later (Field-Tested),253,32,13.0
StatTrak™ AK-47 | Ice Coaled (Factory New),5413,592,11.0
★ Survival Knife,24573,-447,-2.0
★ Bayonet | Autotronic (Field-Tested),46056,5601,12.0
StatTrak™ AK-47 | Nightwish (Factory New),21395,1799,8.0
StatTrak™ Desert Eagle | Blue Ply (Well-Worn),54,17,31.0
StatTrak™ M4A4 | Poly Mag (Minimal Wear),71,8,11.0
StatTrak™ Glock-18 | Ironwork (Field-Tested),40,3,7.000000000000001
"Music Kit | Robert Allaire, Insurgency",284,68,24.0
"StatTrak™ Music Kit | Roam, Backbone",134,1,1.0
Galil AR | Orange DDPAT (Battle-Scarred),1504,1735,114.99999999999999
★ Sport Gloves | Amphibious (Field-Tested),73698,4819,7.000000000000001
StatTrak™ MP9 | Featherweight (Battle-Scarred),17,0,0.0
SG 553 | Dragon Tech (Factory New),162,2,1.0
Galil AR | VariCamo (Factory New),16,-2,-12.0
Dual Berettas | Flora Carnivora (Well-Worn),42,1,2.0
Nova | Sobek's Bite (Factory New),1911,708,37.0
StatTrak™ Sawed-Off | Serenity (Minimal Wear),392,265,68.0
AK-47 | Neon Revolution (Minimal Wear),2087,211,10.0
Tec-9 | VariCamo (Minimal Wear),21,-9,-43.0
Operation Wildfire Case,180,-7,-4.0
StatTrak™ SCAR-20 | Fragments (Minimal Wear),41,-3,-7.000000000000001
PP-Bizon | Space Cat (Factory New),108,-1,-1.0
★ Flip Knife | Bright Water (Minimal Wear),21511,1311,6.0
2020 RMR Legends,20,2,10.0
★ Nomad Knife | Fade (Factory New),105961,8207,8.0
AK-47 | Safety Net (Factory New),1008,30,3.0
StatTrak™ Five-SeveN | Urban Hazard (Minimal Wear),156,58,37.0
AWP | POP AWP (Field-Tested),283,83,28.999999999999996
AWP | Exoskeleton (Factory New),755,175,23.0
SG 553 | Cyrex (Field-Tested),367,10,3.0
Sticker | History (Holo) | Paris 2023,109,14,13.0
Souvenir MAC-10 | Echoing Sands (Minimal Wear),26,80,308.0
AWP | Hyper Beast (Field-Tested),2724,346,13.0
M4A1-S | Printstream (Well-Worn),12947,1403,11.0
Sticker | The MongolZ (Gold) | Paris 2023,98,-3,-3.0
Sticker | dupreeh (Holo) | Paris 2023,88,-8,-9.0
AWP | Elite Build (Battle-Scarred),854,96,11.0
Sticker | dexter (Glitter) | Paris 2023,20,4,20.0
★ Paracord Knife,23252,1607,7.000000000000001
Sticker | biguzera (Holo) | Paris 2023,28,14,50.0
P250 | Mint Kimono (Factory New),298,22,7.000000000000001
Sticker | hardzao (Holo) | Paris 2023,32,0,0.0
Sticker | NEKiZ (Holo) | Paris 2023,28,2,7.000000000000001
Sticker | skullz (Holo) | Paris 2023,29,7,24.0
Sticker | ropz (Glitter) | Paris 2023,35,-3,-9.0
Sticker | hallzerk (Holo) | Paris 2023,52,-6,-12.0
MP7 | Powercore (Field-Tested),51,-4,-8.0
Glock-18 | Bunsen Burner (Minimal Wear),39,5,13.0
MP9 | Mount Fuji (Field-Tested),178,30,17.0
StatTrak™ XM1014 | Seasons (Well-Worn),288,-49,-17.0
StatTrak™ USP-S | Guardian (Field-Tested),386,2,1.0
M4A1-S | VariCamo (Field-Tested),81,-9,-11.0
StatTrak™ Five-SeveN | Boost Protocol (Field-Tested),218,34,16.0
"StatTrak™ Music Kit | Ki:Theory, MOLOTOV",488,14,3.0
M4A1-S | Flashback (Minimal Wear),100,1,1.0
PP-Bizon | High Roller (Minimal Wear),367,39,11.0
StatTrak™ P250 | Cyber Shell (Factory New),282,194,69.0
StatTrak™ P250 | Iron Clad (Minimal Wear),79,0,0.0
StatTrak™ Nova | Ranger (Well-Worn),24,6,25.0
StatTrak™ MP7 | Cirrus (Field-Tested),26,2,8.0
SSG 08 | Necropos (Battle-Scarred),45,-5,-11.0
CZ75-Auto | Yellow Jacket (Field-Tested),376,106,28.000000000000004
Sticker | Astralis (Holo) | Antwerp 2022,440,69,16.0
XM1014 | Oxide Blaze (Factory New),16,6,38.0
★ Bayonet | Boreal Forest (Field-Tested),19363,40,0.0
Sticker | Ocean Sunset Skill Surf (Holo),366,211,57.99999999999999
StatTrak™ Glock-18 | Clear Polymer (Minimal Wear),54,1,2.0
"Music Kit | Tree Adams and Ben Bromfield, M.U.D.D. FORCE",41,8,20.0
USP-S | Neo-Noir (Battle-Scarred),1175,89,8.0
★ Paracord Knife | Boreal Forest (Field-Tested),9350,997,11.0
USP-S | Blueprint (Field-Tested),423,46,11.0
M4A4 | 龍王 (Dragon King) (Field-Tested),561,70,12.0
"StatTrak™ Music Kit | Knock2, dashstar*",1870,232,12.0
D Squadron Officer | NZSAS,1694,66,4.0
