hash_name,cost_price,profit_rub,profit_percent
M4A1-S | Golden Coil (Factory New),14146,1194,8.0
Negev | Drop Me (Factory New),20,1,5.0
StatTrak™ Nova | Hyper Beast (Field-Tested),2202,433,20.0
StatTrak™ Glock-18 | Dragon Tattoo (Factory New),21409,1785,8.0
StatTrak™ AUG | Aristocrat (Minimal Wear),269,51,19.0
StatTrak™ AK-47 | Bloodsport (Minimal Wear),18970,8277,44.0
P90 | Elite Build (Field-Tested),20,1,5.0
P250 | Valence (Factory New),54,5,9.0
M4A4 | Urban DDPAT (Minimal Wear),36,-8,-22.0
Trapper | Guerrilla Warfare,818,22,3.0
StatTrak™ MP7 | Bloodsport (Minimal Wear),642,-42,-7.000000000000001
StatTrak™ Desert Eagle | Oxide Blaze (Field-Tested),55,12,22.0
"Music Kit | Robert Allaire, Insurgency",268,70,26.0
M4A4 | 龍王 (Dragon King) (Factory New),2458,115,5.0
StatTrak™ P2000 | Urban Hazard (Minimal Wear),27,-4,-15.0
★ Falchion Knife | Doppler (Factory New),36578,3132,9.0
★ Driver Gloves | Diamondback (Field-Tested),10568,2008,19.0
★ Flip Knife | Freehand (Field-Tested),19302,1544,8.0
Sticker | FURIA (Holo) | Antwerp 2022,1091,33,3.0
StatTrak™ XM1014 | Incinegator (Field-Tested),277,27,10.0
M4A4 | Magnesium (Factory New),164,0,0.0
Souvenir M4A1-S | Mud-Spec (Minimal Wear),327,-4,-1.0
Sticker | s1mple (Glitter) | Paris 2023,43,-6,-14.000000000000002
★ Classic Knife | Safari Mesh (Minimal Wear),10833,2134,20.0
Five-SeveN | Flame Test (Factory New),17,0,0.0
StatTrak™ USP-S | Flashback (Factory New),299,23,8.0
USP-S | Guardian (Minimal Wear),270,-17,-6.0
★ Bowie Knife | Autotronic (Field-Tested),16938,751,4.0
Desert Eagle | Ocean Drive (Factory New),12195,2605,21.0
★ Survival Knife | Scorched (Field-Tested),8116,658,8.0
PP-Bizon | Embargo (Minimal Wear),238,27,11.0
★ StatTrak™ Stiletto Knife | Rust Coat (Battle-Scarred),16396,5174,32.0
★ Stiletto Knife | Boreal Forest (Battle-Scarred),12872,2704,21.0
★ Sport Gloves | Vice (Field-Tested),124660,6514,5.0
★ Falchion Knife | Fade (Minimal Wear),37669,19106,51.0
StatTrak™ USP-S | Lead Conduit (Minimal Wear),271,-24,-9.0
M4A4 | In Living Color (Factory New),3347,262,8.0
★ Hydra Gloves | Case Hardened (Minimal Wear),14966,1279,9.0
★ Hand Wraps | Overprint (Battle-Scarred),11856,2578,22.0
USP-S | Neo-Noir (Factory New),3171,-12,-0.0
Souvenir MP5-SD | Oxide Oasis (Factory New),3108,656,21.0
Sticker | SENER1 (Holo) | Paris 2023,39,-1,-3.0
StatTrak™ P2000 | Wicked Sick (Well-Worn),406,-29,-7.000000000000001
Rezan The Ready | Sabre,244,27,11.0
USP-S | Check Engine (Field-Tested),78,4,5.0
Sticker | gxx- (Holo) | Paris 2023,76,56,74.0
P2000 | Pulse (Field-Tested),240,16,7.000000000000001
Sticker | volt (Holo) | Paris 2023,82,11,13.0
Sticker | ZywOo (Glitter) | Paris 2023,16,-2,-12.0
★ Shadow Daggers | Bright Water (Battle-Scarred),8862,704,8.0
Sir Bloody Darryl Royale | The Professionals,1743,305,17.0
P250 | Forest Night (Field-Tested),29,1,3.0
Desert Eagle | Light Rail (Minimal Wear),129,-11,-9.0
★ Ursus Knife | Case Hardened (Well-Worn),15291,6458,42.0
★ Shadow Daggers | Crimson Web (Field-Tested),11788,-83,-1.0
StatTrak™ XM1014 | XOXO (Minimal Wear),596,161,27.0
★ Hand Wraps | CAUTION! (Battle-Scarred),13367,-551,-4.0
★ Moto Gloves | Finish Line (Well-Worn),9959,2676,27.0
★ Moto Gloves | 3rd Commando Company (Minimal Wear),10691,139,1.0
★ Ursus Knife | Ultraviolet (Battle-Scarred),11828,807,7.000000000000001
UMP-45 | Corporal (Battle-Scarred),22,3,14.000000000000002
StatTrak™ USP-S | Kill Confirmed (Field-Tested),10046,1628,16.0
StatTrak™ SG 553 | Phantom (Well-Worn),89,32,36.0
StatTrak™ R8 Revolver | Reboot (Field-Tested),115,34,30.0
SG 553 | Darkwing (Field-Tested),30,6,20.0
StatTrak™ XM1014 | Ziggy (Field-Tested),72,2,3.0
Souvenir UMP-45 | Fade (Factory New),6951,751,11.0
MP9 | Stained Glass (Factory New),7439,3328,45.0
AK-47 | Wasteland Rebel (Battle-Scarred),2574,-64,-2.0
Sticker | headtr1ck (Gold) | Paris 2023,358,-47,-13.0
Sticker | jL (Gold) | Paris 2023,352,12,3.0
Sticker | degster (Gold) | Paris 2023,185,46,25.0
Sticker | shalfey (Gold) | Paris 2023,134,3,2.0
Sticker | Aleksib (Gold) | Paris 2023,176,-12,-7.000000000000001
Sticker | iM (Gold) | Paris 2023,1232,103,8.0
Paris 2023 Legends Autograph Capsule,19,2,11.0
StatTrak™ Desert Eagle | Printstream (Factory New),16490,2648,16.0
M4A4 | 龍王 (Dragon King) (Field-Tested),544,67,12.0
StatTrak™ M4A4 | Temukau (Battle-Scarred),2161,265,12.0
StatTrak™ G3SG1 | Ventilator (Field-Tested),15,8,53.0
★ StatTrak™ Butterfly Knife | Blue Steel (Minimal Wear),90650,13124,14.000000000000002
★ Butterfly Knife | Scorched (Field-Tested),48780,1674,3.0
★ Flip Knife | Doppler (Factory New),45122,2710,6.0
Nova | Tempest (Minimal Wear),506,66,13.0
Paris 2023 Champions Autograph Capsule,19,0,0.0
USP-S | Desert Tactical (Well-Worn),16,-2,-12.0
MAG-7 | Navy Sheen (Minimal Wear),20,-1,-5.0
StatTrak™ Desert Eagle | Printstream (Battle-Scarred),4471,314,7.000000000000001
StatTrak™ M4A1-S | Chantico's Fire (Field-Tested),4796,-533,-11.0
M4A4 | Asiimov (Battle-Scarred),4741,133,3.0
AWP | Black Nile (Well-Worn),208,7,3.0
★ Hand Wraps | Desert Shamagh (Field-Tested),4858,557,11.0
CZ75-Auto | Red Astor (Minimal Wear),49,-4,-8.0
AK-47 | Red Laminate (Minimal Wear),4715,548,12.0
USP-S | Desert Tactical (Minimal Wear),31,-3,-10.0
USP-S | Desert Tactical (Field-Tested),17,-2,-12.0
Sticker | G2 (Holo) | 2020 RMR,33,-3,-9.0
SSG 08 | Azure Glyph (Minimal Wear),30,-6,-20.0
StatTrak™ XM1014 | Zombie Offensive (Factory New),228,21,9.0
Glock-18 | Gamma Doppler (Minimal Wear),3651,-128,-4.0
Souvenir MAG-7 | Prism Terrace (Factory New),2168,1639,76.0
StatTrak™ Glock-18 | Snack Attack (Minimal Wear),1897,364,19.0
Officer Jacques Beltram | Gendarmerie Nationale,640,15,2.0
Souvenir XM1014 | Bone Machine (Factory New),2290,136,6.0
CZ75-Auto | Emerald (Factory New),2161,51,2.0
Sticker | Snowfall (Glitter),134,51,38.0
Sealed Graffiti | Goofy (Violent Violet),17,6,35.0
M249 | Impact Drill (Field-Tested),92,8,9.0
★ Survival Knife | Case Hardened (Field-Tested),17994,5117,28.000000000000004
Sticker | bodyy | Boston 2018,40,8,20.0
SG 553 | Darkwing (Minimal Wear),49,9,18.0
FAMAS | Valence (Field-Tested),164,-6,-4.0
FAMAS | Meltdown (Minimal Wear),2425,223,9.0
★ Moto Gloves | Transport (Field-Tested),6192,681,11.0
USP-S | Road Rash (Field-Tested),2377,189,8.0
Sticker | m0NESY (Glitter) | Paris 2023,50,3,6.0
StatTrak™ FAMAS | Commemoration (Field-Tested),2430,307,13.0
StatTrak™ XM1014 | Entombed (Minimal Wear),690,73,11.0
MAC-10 | Heat (Minimal Wear),281,4,1.0
StatTrak™ MP5-SD | Liquidation (Field-Tested),20,0,0.0
CZ75-Auto | Distressed (Factory New),24,4,17.0
MAC-10 | Neon Rider (Minimal Wear),535,58,11.0
PP-Bizon | Runic (Factory New),20,0,0.0
StatTrak™ Galil AR | Chatterbox (Battle-Scarred),1761,173,10.0
Sawed-Off | Full Stop (Minimal Wear),47,-9,-19.0
Five-SeveN | Retrobution (Factory New),221,9,4.0
Sticker | skullz (Gold) | Paris 2023,142,11,8.0
Stockholm 2021 Challengers Patch Pack,768,209,27.0
Sticker | GODSENT (Foil) | Stockholm 2021,165,27,16.0
Sticker | Dead Eye,27,13,48.0
Sealed Graffiti | 1G (Tiger Orange),88,107,122.0
StatTrak™ AK-47 | Point Disarray (Field-Tested),1965,20,1.0
Sticker | jkaem (Holo) | Paris 2023,36,-3,-8.0
Sticker | Liazz (Holo) | Antwerp 2022,387,109,28.000000000000004
StatTrak™ MP7 | Armor Core (Minimal Wear),37,-3,-8.0
Souvenir PP-Bizon | Irradiated Alert (Field-Tested),34,3,9.0
P250 | See Ya Later (Field-Tested),244,81,33.0
FAMAS | Survivor Z (Factory New),44,-7,-16.0
Souvenir USP-S | Orange Anolis (Factory New),1748,178,10.0
USP-S | Night Ops (Factory New),85,-15,-18.0
StatTrak™ UMP-45 | Delusion (Field-Tested),94,-10,-11.0
StatTrak™ P250 | See Ya Later (Minimal Wear),1489,272,18.0
SG 553 | Damascus Steel (Battle-Scarred),53,-5,-9.0
★ Moto Gloves | Smoke Out (Well-Worn),10968,1385,13.0
StatTrak™ MP5-SD | Kitbash (Battle-Scarred),51,0,0.0
R8 Revolver | Fade (Factory New),1727,208,12.0
MP5-SD | Kitbash (Battle-Scarred),23,-4,-17.0
AK-47 | Phantom Disruptor (Minimal Wear),499,97,19.0
★ Nomad Knife | Case Hardened (Well-Worn),23008,2975,13.0
Souvenir Five-SeveN | Coolant (Factory New),41,3,7.000000000000001
"Music Kit | Austin Wintory, Mocha Petal",121,-10,-8.0
"StatTrak™ Music Kit | Austin Wintory, Mocha Petal",236,106,45.0
StatTrak™ CZ75-Auto | Tigris (Field-Tested),133,11,8.0
P250 | Inferno (Minimal Wear),88,25,28.000000000000004
StatTrak™ M4A4 | Neo-Noir (Field-Tested),1245,33,3.0
StatTrak™ USP-S | Stainless (Field-Tested),1070,43,4.0
AK-47 | Redline (Well-Worn),1245,111,9.0
Sticker | xertioN (Holo) | Paris 2023,338,-38,-11.0
MP5-SD | Desert Strike (Factory New),30,2,7.000000000000001
★ Navaja Knife | Marble Fade (Factory New),15840,1430,9.0
Souvenir P90 | Sand Spray (Minimal Wear),30,8,27.0
XM1014 | Incinegator (Field-Tested),122,-1,-1.0
P250 | Exchanger (Factory New),74,0,0.0
XM1014 | Black Tie (Minimal Wear),67,0,0.0
USP-S | Torque (Well-Worn),88,16,18.0
SSG 08 | Abyss (Battle-Scarred),15,4,27.0
FAMAS | Mecha Industries (Factory New),680,-18,-3.0
MAG-7 | Copper Coated (Well-Worn),117,-10,-9.0
M249 | Downtown (Well-Worn),35,-1,-3.0
StatTrak™ AWP | Capillary (Minimal Wear),141,-6,-4.0
X-Ray P250 Package,155,58,37.0
★ Navaja Knife | Slaughter (Minimal Wear),13506,934,7.000000000000001
XM1014 | Seasons (Field-Tested),102,4,4.0
Souvenir Glock-18 | Ramese's Reach (Field-Tested),1314,603,46.0
M4A1-S | Mud-Spec (Field-Tested),19,-1,-5.0
Elite Trapper Solman | Guerrilla Warfare,1016,80,8.0
Sticker | G2 (Foil) | 2020 RMR,120,-14,-12.0
MAC-10 | Tatter (Minimal Wear),619,84,14.000000000000002
MP9 | Featherweight (Factory New),28,11,39.0
Sticker | Nemiga (Holo) | 2020 RMR,15,-2,-13.0
★ Bayonet | Doppler (Minimal Wear),60961,3116,5.0
StatTrak™ Galil AR | Black Sand (Minimal Wear),61,-4,-7.000000000000001
MAC-10 | Rangeen (Minimal Wear),23,-2,-9.0
StatTrak™ MAC-10 | Button Masher (Battle-Scarred),29,8,28.000000000000004
Galil AR | Cold Fusion (Factory New),32,-1,-3.0
XM1014 | Jungle (Field-Tested),108,29,27.0
StatTrak™ Glock-18 | Water Elemental (Field-Tested),1206,41,3.0
PP-Bizon | Fuel Rod (Field-Tested),56,-8,-14.000000000000002
Galil AR | Cerberus (Well-Worn),1179,-8,-1.0
★ Moto Gloves | Blood Pressure (Well-Worn),13279,470,4.0
M4A1-S | Printstream (Minimal Wear),20562,1414,7.000000000000001
★ Survival Knife | Blue Steel (Field-Tested),12534,1816,14.000000000000002
StatTrak™ Desert Eagle | Blue Ply (Battle-Scarred),50,4,8.0
★ Sport Gloves | Amphibious (Field-Tested),66232,5065,8.0
P90 | Shallow Grave (Field-Tested),138,-4,-3.0
Five-SeveN | Urban Hazard (Factory New),81,0,0.0
StatTrak™ PP-Bizon | Fuel Rod (Well-Worn),112,105,94.0
AWP | Exoskeleton (Well-Worn),190,30,16.0
StatTrak™ AUG | Torque (Minimal Wear),1143,138,12.0
MP9 | Deadly Poison (Minimal Wear),27,-2,-7.000000000000001
Glock-18 | Reactor (Factory New),1084,54,5.0
SCAR-20 | Outbreak (Minimal Wear),15,4,27.0
★ StatTrak™ Talon Knife,48705,8453,17.0
★ Karambit | Black Laminate (Field-Tested),71652,5775,8.0
★ Butterfly Knife | Slaughter (Field-Tested),107038,1172,1.0
StatTrak™ Tec-9 | Ice Cap (Minimal Wear),72,-8,-11.0
M249 | Humidor (Well-Worn),987,318,32.0
Sticker | captainMo | London 2018,232,91,39.0
StatTrak™ AWP | Corticera (Minimal Wear),2839,229,8.0
FAMAS | Djinn (Factory New),988,86,9.0
StatTrak™ USP-S | Cortex (Factory New),2710,296,11.0
★ Bowie Knife | Crimson Web (Battle-Scarred),17750,1482,8.0
P2000 | Imperial (Factory New),30,-4,-13.0
CZ75-Auto | Red Astor (Field-Tested),28,1,4.0
MAC-10 | Disco Tech (Minimal Wear),385,32,8.0
AWP | Containment Breach (Field-Tested),6504,441,7.000000000000001
StatTrak™ P2000 | Wicked Sick (Battle-Scarred),305,16,5.0
Sir Bloody Skullhead Darryl | The Professionals,1599,-18,-1.0
AK-47 | Safety Net (Factory New),974,-46,-5.0
StatTrak™ Negev | Man-o'-war (Field-Tested),26,-3,-12.0
SSG 08 | Azure Glyph (Field-Tested),17,-3,-18.0
PP-Bizon | Lumen (Field-Tested),27,-4,-15.0
★ Sport Gloves | Amphibious (Minimal Wear),152844,23503,15.0
Souvenir SG 553 | Desert Blossom (Factory New),86,20,23.0
SSG 08 | Azure Glyph (Battle-Scarred),16,-3,-19.0
Sawed-Off | Apocalypto (Field-Tested),30,-2,-7.000000000000001
Sticker | EliGE (Gold) | Antwerp 2022,699,1824,261.0
Sticker | Astralis (Gold) | Antwerp 2022,857,210,25.0
MP7 | Abyssal Apparition (Field-Tested),123,26,21.0
Sticker | Vitality | Katowice 2019,120,37,31.0
M4A1-S | Guardian (Field-Tested),1694,21,1.0
Glock-18 | Weasel (Minimal Wear),51,-2,-4.0
Sticker | sdy (Gold) | Paris 2023,562,74,13.0
Sticker | OG (Gold) | Paris 2023,134,4,3.0
★ Talon Knife | Tiger Tooth (Factory New),62330,8064,13.0
Sticker | DavCost (Foil) | Katowice 2019,881,119,14.000000000000002
Sticker | nex | Krakow 2017,113,7,6.0
SSG 08 | Dragonfire (Field-Tested),881,126,14.000000000000002
★ Karambit | Lore (Minimal Wear),124497,5994,5.0
StatTrak™ P2000 | Ivory (Battle-Scarred),15,-1,-7.000000000000001
SSG 08 | Ghost Crusader (Well-Worn),22,3,14.000000000000002
Chroma 2 Case,199,-23,-12.0
AUG | Momentum (Minimal Wear),436,46,11.0
StatTrak™ M4A4 | Evil Daimyo (Factory New),1430,59,4.0
★ Butterfly Knife | Stained (Battle-Scarred),54200,8772,16.0
StatTrak™ FAMAS | Hexane (Factory New),879,23,3.0
SG 553 | Aerial (Factory New),25,0,0.0
AUG | Triqua (Factory New),34,-2,-6.0
MAC-10 | Pipe Down (Factory New),205,59,28.999999999999996
MP9 | Dart (Factory New),54,4,7.000000000000001
Sticker | torzsi (Holo) | Paris 2023,366,-29,-8.0
Sticker | s1mple | Rio 2022,21,1,5.0
Sticker | Kawaii CT (Holo),362,8,2.0
Sticker | Vertigo's Hero (Holo),42,3,7.000000000000001
Sticker | Ace Clutch Co. (Holo),55,2,4.0
StatTrak™ R8 Revolver | Junk Yard (Well-Worn),18,2,11.0
Sticker | TYLOO (Holo) | 2020 RMR,103,-10,-10.0
★ Ursus Knife | Fade (Factory New),68671,-633,-1.0
Nova | Sobek's Bite (Field-Tested),893,-28,-3.0
Sticker | TV Installation (Lenticular),389,288,74.0
Sticker | Showdown (Foil),482,41,9.0
Sticker | Conspiracy Club (Holo),49,34,69.0
Sticker | Kawaii T (Holo),492,114,23.0
M4A4 | Griffin (Field-Tested),178,-16,-9.0
Dual Berettas | Hemoglobin (Minimal Wear),851,257,30.0
Sticker | Mister Chief,61,11,18.0
★ Navaja Knife | Doppler (Factory New),19607,98,0.0
★ Moto Gloves | POW! (Minimal Wear),65020,4489,7.000000000000001
P90 | ScaraB Rush (Minimal Wear),1322,1,0.0
USP-S | Whiteout (Well-Worn),1863,-58,-3.0
SG 553 | Colony IV (Minimal Wear),1562,10,1.0
FAMAS | Eye of Athena (Factory New),932,75,8.0
★ Karambit | Rust Coat (Battle-Scarred),42005,3889,9.0
★ Karambit | Case Hardened (Battle-Scarred),64362,8280,13.0
Nova | Graphite (Factory New),889,9,1.0
Five-SeveN | Copper Galaxy (Factory New),1041,5,0.0
Sticker | TYLOO (Foil) | 2020 RMR,247,-37,-15.0
M4A4 | Global Offensive (Factory New),1416,14,1.0
AUG | Arctic Wolf (Field-Tested),135,32,24.0
AUG | Stymphalian (Field-Tested),118,1,1.0
Five-SeveN | Boost Protocol (Field-Tested),93,15,16.0
MP7 | Prey (Factory New),39,4,10.0
Sticker | FaZe (Foil) | 2020 RMR,173,-4,-2.0
R8 Revolver | Survivalist (Minimal Wear),20,-3,-15.0
Souvenir USP-S | Ancient Visions (Minimal Wear),801,31,4.0
XM1014 | Heaven Guard (Factory New),787,345,44.0
StatTrak™ P250 | Hive (Factory New),794,-53,-7.000000000000001
CZ75-Auto | Tread Plate (Factory New),800,38,5.0
P90 | Freight (Factory New),18,3,17.0
M4A4 | Neo-Noir (Well-Worn),406,-13,-3.0
Desert Eagle | Kumicho Dragon (Factory New),2859,-21,-1.0
StatTrak™ Desert Eagle | Crimson Web (Field-Tested),1028,43,4.0
MAC-10 | Oceanic (Factory New),19,3,16.0
★ Driver Gloves | Crimson Weave (Field-Tested),28929,476,2.0
FAMAS | Rapid Eye Movement (Minimal Wear),257,-10,-4.0
StatTrak™ MAG-7 | Monster Call (Minimal Wear),123,19,15.0
AK-47 | Legion of Anubis (Well-Worn),799,47,6.0
★ Classic Knife | Safari Mesh (Battle-Scarred),10013,1900,19.0
Sawed-Off | Devourer (Factory New),952,155,16.0
Sealed Graffiti | Applause (Wire Blue),19,-5,-26.0
P250 | Nevermore (Minimal Wear),54,19,35.0
★ Butterfly Knife | Autotronic (Field-Tested),115514,10434,9.0
MAG-7 | SWAG-7 (Field-Tested),24,4,17.0
"StatTrak™ Music Kit | Lennie Moore, Java Havana Funkaloo",509,96,19.0
MAG-7 | Petroglyph (Minimal Wear),42,-6,-14.000000000000002
Five-SeveN | Silver Quartz (Minimal Wear),55,-14,-25.0
"Music Kit | Sam Marshall, Bodacious",81,-7,-9.0
★ Paracord Knife,22141,478,2.0
StatTrak™ Five-SeveN | Urban Hazard (Factory New),234,16,7.000000000000001
MAG-7 | Petroglyph (Field-Tested),37,-7,-19.0
MAC-10 | Last Dive (Minimal Wear),127,14,11.0
Sticker | sk0R (Holo) | Paris 2023,320,-30,-9.0
Tec-9 | Mummy's Rot (Field-Tested),133,-8,-6.0
Sticker | Assassin,65,48,74.0
★ M9 Bayonet | Tiger Tooth (Factory New),95636,8591,9.0
StatTrak™ USP-S | Guardian (Minimal Wear),620,79,13.0
StatTrak™ MP9 | Black Sand (Factory New),81,9,11.0
AK-47 | Neon Rider (Factory New),10752,-825,-8.0
Tec-9 | Snek-9 (Field-Tested),14,-2,-14.000000000000002
★ Falchion Knife,18428,-1105,-6.0
StatTrak™ FAMAS | Roll Cage (Field-Tested),624,53,8.0
PP-Bizon | High Roller (Minimal Wear),348,23,7.000000000000001
M4A1-S | Mecha Industries (Factory New),6022,517,9.0
Dual Berettas | Briar (Factory New),460,-103,-22.0
StatTrak™ Five-SeveN | Flame Test (Well-Worn),17,8,47.0
StatTrak™ Glock-18 | Grinder (Minimal Wear),513,-42,-8.0
M4A1-S | Blood Tiger (Factory New),495,-33,-7.000000000000001
AK-47 | Emerald Pinstripe (Minimal Wear),583,31,5.0
MP9 | Old Roots (Minimal Wear),268,-13,-5.0
Souvenir USP-S | Check Engine (Minimal Wear),610,199,33.0
Five-SeveN | Case Hardened (Well-Worn),840,149,18.0
StatTrak™ SCAR-20 | Fragments (Battle-Scarred),15,0,0.0
StatTrak™ AK-47 | Slate (Battle-Scarred),611,147,24.0
★ Flip Knife | Autotronic (Field-Tested),25068,1917,8.0
Tec-9 | Cut Out (Factory New),616,127,21.0
StatTrak™ P90 | Grim (Minimal Wear),69,-6,-9.0
StatTrak™ Galil AR | Kami (Minimal Wear),233,29,12.0
StatTrak™ Dual Berettas | Urban Shock (Minimal Wear),433,368,85.0
Souvenir MP9 | Music Box (Factory New),90,11,12.0
★ Nomad Knife | Stained (Field-Tested),23645,2379,10.0
Spectrum 2 Case,126,-8,-6.0
Desert Eagle | Night (Field-Tested),596,-90,-15.0
UMP-45 | Fade (Factory New),47422,8525,18.0
Sawed-Off | Parched (Field-Tested),41,-7,-17.0
UMP-45 | Exposure (Field-Tested),33,0,0.0
Operation Vanguard Weapon Case,221,25,11.0
StatTrak™ P250 | Visions (Field-Tested),488,117,24.0
PP-Bizon | Space Cat (Well-Worn),21,0,0.0
StatTrak™ Galil AR | Chromatic Aberration (Well-Worn),241,-6,-2.0
UMP-45 | Plastique (Factory New),122,11,9.0
StatTrak™ Glock-18 | Catacombs (Minimal Wear),87,0,0.0
Glock-18 | Reactor (Minimal Wear),606,41,7.000000000000001
Desert Eagle | Pilot (Factory New),13001,1044,8.0
MP7 | Abyssal Apparition (Well-Worn),107,19,18.0
Souvenir Galil AR | Amber Fade (Field-Tested),256,-21,-8.0
Souvenir M4A4 | Red DDPAT (Field-Tested),425,6,1.0
StatTrak™ Desert Eagle | Trigger Discipline (Minimal Wear),318,-25,-8.0
MAC-10 | Lapis Gator (Factory New),56,-4,-7.000000000000001
Sealed Graffiti | Question Mark (Tiger Orange),15,-5,-33.0
StatTrak™ Dual Berettas | Dualing Dragons (Minimal Wear),131,3,2.0
Souvenir Desert Eagle | Urban Rubble (Field-Tested),596,495,83.0
PP-Bizon | Antique (Field-Tested),592,-5,-1.0
Nova | Rising Skull (Factory New),591,77,13.0
AUG | Amber Slipstream (Factory New),27,1,4.0
FAMAS | ZX Spectron (Well-Worn),94,5,5.0
USP-S | Purple DDPAT (Minimal Wear),1015,82,8.0
StatTrak™ SSG 08 | Fever Dream (Field-Tested),101,-2,-2.0
Nova | Toy Soldier (Well-Worn),44,0,0.0
StatTrak™ Nova | Wild Six (Battle-Scarred),48,-4,-8.0
Souvenir MAC-10 | Case Hardened (Well-Worn),854,94,11.0
Desert Eagle | Ocean Drive (Well-Worn),1283,71,6.0
AK-47 | Baroque Purple (Well-Worn),410,121,30.0
★ Bayonet | Lore (Field-Tested),43272,7905,18.0
AWP | Acheron (Factory New),203,30,15.0
StatTrak™ Glock-18 | Snack Attack (Well-Worn),772,189,24.0
FAMAS | ZX Spectron (Battle-Scarred),96,2,2.0
★ Huntsman Knife | Bright Water (Factory New),14763,4993,34.0
★ Navaja Knife | Fade (Factory New),26233,1481,6.0
StatTrak™ SG 553 | Atlas (Minimal Wear),33,4,12.0
Sticker | Apeks (Holo) | Paris 2023,570,-8,-1.0
★ Nomad Knife | Crimson Web (Field-Tested),38719,-72,-0.0
StatTrak™ AUG | Chameleon (Field-Tested),742,-31,-4.0
Sawed-Off | Origami (Factory New),17,4,24.0
Sticker | dexter (Holo) | Paris 2023,825,-33,-4.0
StatTrak™ Five-SeveN | Kami (Minimal Wear),135,1,1.0
Sticker | Spinx (Holo) | Paris 2023,67,30,45.0
StatTrak™ Dual Berettas | Melondrama (Minimal Wear),569,-14,-2.0
FAMAS | ZX Spectron (Factory New),588,73,12.0
M4A4 | The Coalition (Field-Tested),2507,-48,-2.0
StatTrak™ Desert Eagle | Cobalt Disruption (Factory New),12852,4470,35.0
Souvenir MP9 | Setting Sun (Field-Tested),579,369,64.0
Desert Eagle | Night (Well-Worn),588,-75,-13.0
"Sticker | Magisk (Holo, Champion) | Paris 2023",37,-3,-8.0
"StatTrak™ Music Kit | Neck Deep, The Lowlife Pack",493,-19,-4.0
Winter Offensive Weapon Case,492,49,10.0
USP-S | Printstream (Factory New),11436,2038,18.0
Desert Eagle | Sunset Storm 壱 (Factory New),22358,4682,21.0
MP5-SD | Co-Processor (Field-Tested),35,1,3.0
MP7 | Bloodsport (Battle-Scarred),136,11,8.0
Glock-18 | Dragon Tattoo (Factory New),6503,1293,20.0
SG 553 | Phantom (Field-Tested),33,-6,-18.0
M4A4 | Urban DDPAT (Well-Worn),15,0,0.0
Aspirant | Gendarmerie Nationale,293,5,2.0
SG 553 | Tornado (Minimal Wear),1180,-55,-5.0
Sticker | isak (Holo) | Paris 2023,215,5,2.0
G3SG1 | Digital Mesh (Minimal Wear),50,13,26.0
P250 | Vino Primo (Field-Tested),256,-12,-5.0
★ Butterfly Knife | Forest DDPAT (Field-Tested),49864,1464,3.0
Safecracker Voltzmann | The Professionals,785,70,9.0
Nova | Wild Six (Battle-Scarred),20,5,25.0
AUG | Torque (Field-Tested),560,40,7.000000000000001
★ Specialist Gloves | Crimson Kimono (Field-Tested),107641,4179,4.0
StatTrak™ Glock-18 | Blue Fissure (Minimal Wear),562,20,4.0
StatTrak™ AWP | Worm God (Factory New),564,53,9.0
★ Ursus Knife | Case Hardened (Battle-Scarred),15000,5321,35.0
StatTrak™ SG 553 | Aloha (Factory New),54,6,11.0
CZ75-Auto | Syndicate (Factory New),546,30,5.0
MP5-SD | Condition Zero (Minimal Wear),54,1,2.0
StatTrak™ Desert Eagle | Blue Ply (Factory New),541,-14,-3.0
StatTrak™ Glock-18 | Sacrifice (Factory New),541,164,30.0
StatTrak™ Desert Eagle | Directive (Minimal Wear),543,64,12.0
P90 | Traction (Minimal Wear),18,5,28.000000000000004
★ Bayonet | Ultraviolet (Well-Worn),20068,6833,34.0
CZ75-Auto | Tuxedo (Minimal Wear),95,-15,-16.0
M249 | Downtown (Battle-Scarred),39,-2,-5.0
M4A1-S | Night Terror (Battle-Scarred),209,3,1.0
Tec-9 | Red Quartz (Factory New),16,7,44.0
StatTrak™ MAG-7 | Cobalt Core (Minimal Wear),51,24,47.0
StatTrak™ FAMAS | Roll Cage (Well-Worn),535,65,12.0
StatTrak™ FAMAS | Roll Cage (Battle-Scarred),541,73,13.0
P250 | Franklin (Minimal Wear),91,8,9.0
Glock-18 | Wasteland Rebel (Factory New),531,78,15.0
MAG-7 | Core Breach (Factory New),528,115,22.0
Souvenir P250 | Gunsmoke (Well-Worn),141,83,59.0
Desert Eagle | Night (Factory New),4503,-81,-2.0
Sawed-Off | Kiss♥Love (Factory New),970,80,8.0
FAMAS | Rapid Eye Movement (Battle-Scarred),95,5,5.0
★ Nomad Knife | Scorched (Minimal Wear),13530,323,2.0
★ Flip Knife | Bright Water (Well-Worn),16666,4092,25.0
StatTrak™ MAC-10 | Monkeyflage (Minimal Wear),25,3,12.0
XM1014 | Oxide Blaze (Factory New),17,4,24.0
P2000 | Urban Hazard (Factory New),20,-1,-5.0
Shadow Case,85,-10,-12.0
★ Classic Knife | Case Hardened (Well-Worn),18753,2604,14.000000000000002
Dual Berettas | Twin Turbo (Minimal Wear),554,99,18.0
StatTrak™ Glock-18 | Warhawk (Battle-Scarred),22,4,18.0
